accommodates,bathrooms,total_bathrooms,bedrooms,beds,price,amenity_air_conditioning,amenity_elevator,amenity_washer,amenity_dishwasher,amenity_dedicated_workspace,amenity_self_check_in,amenity_tv,amenity_long_term_stays_allowed,amenity_smoke_alarm,amenity_room_darkening_shades,neighborhood_alsergrund,neighborhood_brigittenau,neighborhood_dobling,neighborhood_donaustadt,neighborhood_favoriten,neighborhood_floridsdorf,neighborhood_hernals,neighborhood_hietzing,neighborhood_innere_stadt,neighborhood_josefstadt,neighborhood_landstra§e,neighborhood_leopoldstadt,neighborhood_liesing,neighborhood_margareten,neighborhood_mariahilf,neighborhood_meidling,neighborhood_neubau,neighborhood_ottakring,neighborhood_penzing,neighborhood_rudolfsheim,neighborhood_simmering,neighborhood_wahring,neighborhood_wieden,room_type_entire_home_apt,room_type_hotel_room,room_type_private_room,room_type_shared_room
2,1.5,1.5,1.0,1.0,58.0,0,1,1,1,0,1,1,1,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2,1.5,1.5,1.0,1.0,112.0,0,0,0,1,1,0,0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4,1.0,1.0,1.0,3.0,74.0,0,0,0,1,0,0,1,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
6,2.5,2.5,1.0,3.0,174.0,0,0,1,0,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
6,1.5,1.5,1.0,3.0,68.0,0,0,0,1,1,1,1,0,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
5,1.5,1.5,2.0,3.0,150.0,0,1,0,1,0,1,0,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
4,1.0,1.0,1.0,3.0,112.0,0,0,1,1,0,1,1,0,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4,1.0,1.0,1.0,2.0,83.0,0,0,0,1,0,0,1,1,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
6,1.5,1.5,3.0,4.0,150.0,0,0,1,1,1,1,1,1,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
6,1.0,1.0,2.0,2.0,178.0,1,1,1,1,0,1,0,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
3,1.0,1.0,1.0,1.0,96.0,0,1,0,0,1,1,0,1,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,1.0,1.0,1.0,1.0,13.0,0,0,1,0,1,1,0,1,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4,1.0,1.0,1.0,1.0,68.0,0,0,0,0,0,1,1,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2,1.0,1.0,1.0,1.0,60.0,0,1,1,1,1,0,0,1,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4,1.0,1.0,2.0,3.0,62.0,0,1,0,1,1,1,0,1,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1.0,1.0,1.0,1.0,72.0,0,0,1,0,0,1,0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1.0,1.0,1.0,1.0,126.0,0,1,1,1,1,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4,1.0,1.0,1.0,2.0,89.0,0,1,1,0,0,1,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
6,1.0,1.0,2.0,3.0,123.0,0,1,0,1,1,1,0,1,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
8,1.0,1.0,1.0,4.0,71.0,0,1,1,1,1,0,1,1,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7,1.0,1.0,2.0,5.0,194.0,0,0,0,1,0,1,0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4,1.5,1.5,1.0,2.0,115.0,1,1,1,1,0,1,1,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
6,1.0,1.0,2.0,3.0,104.0,0,1,1,1,1,1,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1.0,1.0,1.0,1.0,120.0,0,0,1,1,1,1,1,0,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
2,1.5,1.5,1.0,1.0,158.0,0,1,1,1,0,0,1,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
2,1.0,1.0,1.0,2.0,70.0,0,0,0,0,1,0,0,1,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
6,1.0,1.0,2.0,2.0,92.0,0,0,0,1,1,1,1,0,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
4,1.5,1.5,1.0,2.0,72.0,0,0,1,0,0,0,1,0,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1.0,1.0,1.0,2.0,68.0,0,0,1,1,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
4,1.5,1.5,1.0,2.0,65.0,0,0,0,1,1,1,0,1,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4,1.0,1.0,1.0,2.0,135.0,1,1,0,0,0,0,1,0,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4,1.0,1.0,1.0,2.0,153.0,0,1,0,0,0,1,1,1,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
6,1.0,1.0,2.0,3.0,133.0,0,1,0,1,1,0,1,0,1,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1.5,1.5,1.0,1.0,33.0,0,0,1,0,1,1,0,1,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2,1.5,1.5,1.0,2.0,86.0,0,1,0,0,1,1,1,1,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1.0,1.0,1.0,1.0,116.0,0,1,0,1,0,1,1,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
4,1.0,1.0,0.0,2.0,92.0,0,0,1,0,0,1,1,1,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3,1.0,1.0,1.0,2.0,62.0,0,0,1,0,0,1,1,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
4,1.0,1.0,1.0,2.0,82.0,0,1,0,1,1,1,1,1,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1.0,1.0,1.0,1.0,112.0,0,0,1,1,1,1,1,0,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4,1.0,1.0,1.0,2.0,78.0,0,1,0,0,1,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
6,1.0,1.0,1.0,3.0,128.0,0,0,1,1,1,1,1,0,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
4,1.0,1.0,1.0,0.0,112.0,0,1,1,1,0,1,1,1,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
5,1.0,1.0,1.0,3.0,126.0,0,0,0,1,0,1,1,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
6,1.0,1.0,2.0,2.0,115.0,1,0,1,0,1,0,1,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1.0,1.0,1.0,1.0,31.0,0,0,1,0,0,1,0,1,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10,2.5,2.5,3.0,5.0,153.0,0,0,0,1,1,0,0,1,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
5,1.0,1.0,1.0,3.0,128.0,0,0,1,0,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
4,1.0,1.0,1.0,2.0,59.0,0,0,1,0,1,0,1,0,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3,1.0,1.0,1.0,2.0,100.0,0,0,0,0,0,1,1,0,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,1.0,1.0,1.0,1.0,90.0,0,0,1,0,0,0,0,1,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,1.0,1.0,1.0,1.0,42.0,1,1,0,0,1,1,0,0,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2,1.0,1.0,0.0,1.0,72.0,1,0,1,0,0,1,1,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4,1.0,1.0,1.0,2.0,123.0,0,1,0,1,0,0,1,0,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1.5,1.5,1.0,1.0,149.0,1,1,0,1,0,1,1,1,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1.0,1.0,1.0,2.0,70.0,0,0,1,1,0,1,1,1,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1.0,1.0,0.0,1.0,93.0,0,0,0,0,1,0,0,0,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2,1.5,1.5,1.0,1.0,39.0,0,1,1,1,0,1,1,1,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2,2.0,2.0,1.0,1.0,40.0,0,0,0,0,1,1,1,0,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
4,1.0,1.0,1.0,1.0,141.0,0,0,1,1,1,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1,1.0,1.0,1.0,1.0,49.0,0,0,0,0,1,0,0,0,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
4,1.0,1.0,2.0,2.0,193.0,0,1,0,1,1,1,1,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
6,1.0,1.0,3.0,3.0,189.0,0,1,0,1,1,1,1,0,1,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
5,1.0,1.0,2.0,3.0,54.0,0,0,0,1,1,1,0,0,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2,1.0,1.0,1.0,2.0,96.0,0,1,1,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2,2.0,2.0,1.0,1.0,62.0,0,0,1,0,1,1,0,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2,1.0,1.0,1.0,1.0,64.0,0,0,0,1,1,0,0,1,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3,1.0,1.0,1.0,2.0,173.0,0,0,0,0,0,1,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1.0,1.0,1.0,2.0,55.0,0,0,0,0,1,0,1,0,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1.0,1.0,1.0,1.0,48.0,0,1,0,0,1,1,0,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
3,1.0,1.0,1.0,2.0,35.0,0,0,1,0,1,1,0,1,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2,1.0,1.0,0.0,1.0,81.0,0,0,1,1,1,1,1,0,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
4,1.0,1.0,2.0,3.0,149.0,0,1,1,0,0,1,0,0,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4,1.5,1.5,1.0,1.0,109.0,0,1,1,1,0,0,1,1,1,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
12,1.0,1.0,3.0,6.0,149.0,0,0,0,0,0,1,0,1,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
3,1.5,1.5,2.0,2.0,99.0,0,0,0,1,1,1,0,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
8,2.0,2.0,3.0,3.0,226.0,1,1,1,1,0,0,1,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
4,1.0,1.0,2.0,2.0,86.0,0,1,0,1,1,0,0,1,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1.0,1.0,1.0,1.0,62.0,0,0,0,0,0,1,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4,1.5,1.5,1.0,3.0,85.0,0,1,1,1,1,0,1,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
4,1.0,1.0,1.0,3.0,81.0,0,0,0,1,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2,1.0,1.0,1.0,1.0,55.0,0,0,0,0,1,1,1,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2,1.0,1.0,0.0,1.0,128.0,1,1,0,1,1,0,0,0,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3,1.0,1.0,1.0,2.0,116.0,1,0,0,1,1,1,0,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
4,1.0,1.0,1.0,2.0,90.0,0,0,1,1,0,1,1,1,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4,1.0,1.0,1.0,1.0,178.0,0,1,0,1,0,1,1,1,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,2.5,2.5,1.0,1.0,60.0,0,1,1,1,1,0,0,1,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5,1.5,1.5,2.0,2.0,153.0,0,0,1,1,1,1,1,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1.0,1.0,0.0,1.0,79.0,0,1,1,0,0,1,0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,1.0,1.0,1.0,1.0,46.0,1,0,1,0,1,0,1,0,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2,1.0,1.0,1.0,1.0,105.0,0,1,0,0,1,1,0,1,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1.0,1.0,1.0,2.0,119.0,0,0,0,0,1,0,1,0,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3,1.0,1.0,1.0,2.0,114.0,0,0,0,1,1,1,0,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1,1.0,1.0,1.0,1.0,108.0,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1.5,1.5,1.0,1.0,143.0,0,0,0,1,1,1,0,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2,1.5,1.5,0.0,1.0,118.0,0,1,0,1,1,1,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
6,1.5,1.5,2.0,3.0,52.0,0,1,0,1,0,1,0,1,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
5,1.0,1.0,1.0,2.0,130.0,0,1,0,0,0,1,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,1.0,1.0,1.0,1.0,36.0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4,1.0,1.0,2.0,2.0,148.0,0,1,1,1,1,1,1,1,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
9,1.5,1.5,2.0,8.0,162.0,0,0,0,1,1,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
12,1.0,1.0,2.0,6.0,145.0,0,0,0,0,1,0,0,0,1,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4,1.0,1.0,1.0,2.0,144.0,1,0,1,0,1,0,1,0,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7,1.0,1.0,2.0,4.0,113.0,0,0,1,0,1,1,1,0,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4,1.0,1.0,1.0,2.0,67.0,0,1,1,1,0,1,0,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
4,1.0,1.0,1.0,1.0,87.0,0,1,1,1,1,0,1,1,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4,1.0,1.0,1.0,2.0,124.0,1,0,1,1,1,1,1,0,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
6,1.5,1.5,3.0,3.0,170.0,0,0,1,1,1,0,0,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
6,1.5,1.5,3.0,3.0,141.0,0,1,1,1,1,1,1,0,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
3,1.5,1.5,1.0,2.0,59.0,0,1,0,0,1,0,0,0,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2,1.0,1.0,0.0,1.0,89.0,1,1,1,1,0,1,1,1,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4,1.5,1.5,1.0,2.0,123.0,0,1,0,1,1,1,0,1,1,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
6,1.5,1.5,3.0,6.0,202.0,0,0,0,1,1,1,0,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
6,1.0,1.0,2.0,3.0,160.0,1,0,1,1,0,1,1,0,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1.0,1.0,1.0,2.0,130.0,0,0,0,1,1,0,0,0,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1.0,1.0,1.0,1.0,51.0,0,0,0,0,0,0,1,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4,1.0,1.0,1.0,2.0,95.0,0,0,1,0,0,0,1,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
5,1.0,1.0,2.0,3.0,79.0,0,0,1,0,1,1,1,1,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3,1.5,1.5,1.0,0.0,109.0,0,1,0,1,1,1,0,1,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1.5,1.5,1.0,1.0,114.0,0,0,0,1,0,0,0,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
4,1.0,1.0,2.0,3.0,153.0,0,0,0,0,0,1,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4,2.0,2.0,1.0,2.0,79.0,0,1,0,1,1,0,0,1,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1.0,1.0,1.0,1.0,245.0,0,1,0,1,1,1,0,1,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
6,1.0,1.0,2.0,3.0,149.0,0,0,0,0,1,1,0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4,1.0,1.0,1.0,2.0,101.0,1,0,1,0,1,1,1,0,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1.0,1.0,1.0,2.0,65.0,0,1,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1.0,1.0,1.0,1.0,54.0,0,1,0,0,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3,1.0,1.0,1.0,3.0,43.0,0,0,1,1,0,1,1,0,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,2.0,2.0,1.0,1.0,20.0,0,0,1,0,1,1,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2,1.0,1.0,1.0,1.0,50.0,0,1,1,0,1,1,1,1,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2,1.0,1.0,1.0,1.0,62.0,0,0,1,1,1,0,1,0,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
11,2.5,2.5,2.0,5.0,136.0,1,1,1,1,1,1,0,1,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1.0,1.0,0.0,2.0,55.0,1,1,0,1,0,0,0,1,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
5,1.0,1.0,1.0,2.0,53.0,0,0,1,0,1,1,0,1,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1,1.5,1.5,1.0,1.0,37.0,0,0,0,0,1,0,0,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
3,1.0,1.0,0.0,1.0,68.0,0,0,0,0,0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
9,1.5,1.5,3.0,4.0,164.0,0,1,0,1,1,1,1,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
1,1.0,1.0,0.0,1.0,72.0,0,0,1,0,0,0,0,1,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3,1.0,1.0,1.0,1.0,90.0,0,1,0,1,1,0,0,1,1,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1.5,1.5,2.0,2.0,70.0,0,1,0,0,1,0,0,0,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
4,1.0,1.0,1.0,2.0,87.0,0,1,0,0,1,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
